NodeId,Name,Degree,Betweenness,Eig,ClustCoeff
337122,Amin_Jalali_0002,6.000000,59.741540,0.031061,0.666667
337348,James_Saunderson,5.000000,0.200000,0.029624,0.900000
337472,Nicolas_Boumal,5.000000,2.500000,0.028516,0.500000
337629,Zhaoran_Wang,5.000000,41.798029,0.028520,0.700000
337662,Edouard_Pauwels,3.000000,0.000000,0.025626,1.000000
337663,Shoham_Sabach,4.000000,0.333333,0.026760,0.833333
337671,Shai_Shalev-Shwartz,4.000000,1.333333,0.026584,0.666667
353381,Dan_Adam,8.000000,4.166667,0.033376,0.607143
354465,Neri_Merhav,5.000000,89.645096,0.035908,0.600000
355255,Raja_Giryes,8.000000,7.083333,0.035164,0.428571
355605,Wolfgang_Utschick,4.000000,0.000000,0.031345,1.000000
355796,Sergiy_A._Vorobyov,9.000000,43.648573,0.044654,0.583333
355889,Tsachy_Weissman,14.000000,542.320957,0.069667,0.395604
355980,Nir_Shlezinger,5.000000,135.341917,0.030811,0.500000
356521,Yuejie_Chi,8.000000,135.501804,0.057496,0.535714
356677,Norbert_Goertz,4.000000,0.333333,0.027188,0.833333
357768,Helmut_Bolcskei,8.000000,91.268216,0.043640,0.357143
358393,Albert_M._Chan,2.000000,0.000000,0.024558,1.000000
358406,Norbert_Gortz,3.000000,0.000000,0.025783,1.000000
359130,Wing-Kin_Ma,12.000000,116.085368,0.049994,0.348485
359201,Franz_Hlawatsch,9.000000,136.925470,0.036981,0.361111
359301,Andrea_Rueetschi,3.000000,0.000000,0.028084,1.000000
359725,Joao_F._C._Mota,5.000000,0.000000,0.029714,1.000000
359875,Marius_Pesavento,8.000000,7.795455,0.032282,0.464286
359876,Alex_B._Gershman,8.000000,37.279709,0.034121,0.571429
360090,Radu_V._Balan,6.000000,155.746782,0.034292,0.400000
361047,G._David_Forney_Jr.,2.000000,0.000000,0.027899,1.000000
361298,Antonio_G._Marques,4.000000,0.600000,0.028381,0.833333
374282,Charles_Tremblay-Darveau,5.000000,0.000000,0.029295,1.000000
374285,Matthew_Bruce,9.000000,4.000000,0.034442,0.666667
377886,Avinoam_David_Bar-Zion,7.000000,2.000000,0.032118,0.714286
379950,Hessel_Wijkstra,6.000000,0.000000,0.030435,1.000000
380082,Daniel_S._Weller,5.000000,0.000000,0.028601,1.000000
380476,Amir_Kiperwas,2.000000,0.000000,0.024003,1.000000
380477,Daniel_Rosenfeld,2.000000,0.000000,0.024003,1.000000
380603,Mark_Chiew,4.000000,0.000000,0.027373,1.000000
380842,Nagesh_K._Subbanna,3.000000,0.000000,0.025286,1.000000
380925,Ruud_J._G._van_Sloun,6.000000,0.000000,0.030435,1.000000
382859,Moshe_Porat,4.000000,0.333333,0.026394,0.833333
384440,Ayelet_Pnueli,5.000000,0.000000,0.028601,1.000000
385217,Shankar_S._Sastry,6.000000,75.800676,0.029907,0.600000
385991,Ruixin_Niu,4.000000,1.500000,0.026538,0.666667
408032,Vladislav_Voroninski,4.000000,1.200000,0.027649,0.666667
408141,Emmanuel_Bossy,6.000000,0.000000,0.030360,1.000000
421544,Omer_Bobrowski,3.000000,0.000000,0.025396,1.000000
421614,Yaniv_Plan,6.000000,56.692274,0.031499,0.666667
428089,Anastasia_Lavrenko,6.000000,0.000000,0.032935,1.000000
428372,Thakshila_Wimalajeewa,2.000000,0.000000,0.024310,1.000000
431155,Alan_V._Oppenheim,6.000000,9.465244,0.031864,0.333333
431288,Alon_Kipnis,11.000000,248.183922,0.064290,0.509091
431291,Kejun_Huang,3.000000,0.000000,0.026850,1.000000
431326,Namrata_Vaswani,3.000000,0.500000,0.026546,0.666667
431392,Deborah_Cohen,29.000000,207.925589,0.069068,0.169951
431393,Shahar_Tsiper,18.000000,33.916667,0.056861,0.470588
431407,Alex_Tolmachev,4.000000,0.000000,0.028676,1.000000
431473,Steve_Young,6.000000,0.000000,0.037531,1.000000
431518,Minhua_Chen,7.000000,4.119010,0.038434,0.714286
431579,Ayush_Bhandari,2.000000,0.000000,0.024003,1.000000
431590,Nethaniel_Hammen,2.000000,0.000000,0.024580,1.000000
431591,Dustin_G._Mixon,8.000000,18.905134,0.037069,0.392857
431658,Moshe_Mishali,10.000000,15.702381,0.037718,0.311111
431780,Joachim_H._G._Ender,6.000000,3.000000,0.031067,0.600000
431816,Yoav_Shechtman,9.000000,5.000000,0.034932,0.638889
431817,Oren_Cohen,11.000000,9.166667,0.037593,0.527273
431818,Henry_N._Chapman,5.000000,0.000000,0.029387,1.000000
431819,Jianwei_Miao,5.000000,0.000000,0.029387,1.000000
431820,Mordechai_Segev,15.000000,31.333333,0.044060,0.352381
455305,Sebastian_Schmutzhard,5.000000,0.375000,0.030183,0.900000
455511,Tamir_Bendory,8.000000,9.000000,0.032380,0.357143
464196,Stefano_Rini,15.000000,476.533478,0.074518,0.400000
464486,Milind_Rao,13.000000,452.778401,0.067648,0.487179
465410,Zai_Yang,4.000000,1.833333,0.027501,0.666667
466837,Jorge_G._Silva,4.000000,0.000000,0.029169,1.000000
466951,Pascal_Larzabal,6.000000,2.666667,0.029297,0.600000
467011,Gang_Wang_0014,3.000000,0.000000,0.026441,1.000000
467078,Tomer_Michaeli,8.000000,10.000000,0.032531,0.250000
467079,Daniel_Sigalov,2.000000,0.000000,0.024379,1.000000
467104,Lihi_Zelnik-Manor,2.000000,0.000000,0.024003,1.000000
467105,Kevin_Rosenblum,2.000000,0.000000,0.024003,1.000000
467513,Kishore_Jaganathan,5.000000,0.200000,0.029631,0.900000
467565,Amitai_Koretz,2.000000,0.000000,0.025226,1.000000
467596,Kfir_Gedalyahu,3.000000,0.500000,0.025860,0.666667
468010,Seyedehsara_Nayer,2.000000,0.000000,0.024115,1.000000
468181,Or_Yair,3.000000,0.000000,0.028407,1.000000
468497,Ronen_Tur,3.000000,0.500000,0.025398,0.666667
468498,Zvi_Friedman,6.000000,2.666667,0.029748,0.600000
468617,Noam_Wagner,8.000000,6.000000,0.033744,0.571429
468698,Dani_Kogan,2.000000,0.000000,0.024003,1.000000
468699,Dan_Oron,2.000000,0.000000,0.024003,1.000000
468730,Zvika_Ben-Haim,6.000000,3.674242,0.030964,0.533333
468826,Tirza_Routtenberg,2.000000,0.000000,0.024757,1.000000
468836,Andreas_M._Tillmann,3.000000,0.500000,0.025697,0.666667
468925,Tomer_Peleg,4.000000,0.333333,0.027610,0.833333
469497,Hagai_Kirshner,4.000000,0.333333,0.026394,0.833333
469538,Liron_D._Grossmann,1.000000,0.000000,0.022943,0.000000
469711,Shahar_Stein,17.000000,29.753053,0.054698,0.492647
469766,Shay_Maymon,2.000000,0.000000,0.024350,1.000000
469788,Stephanie_Bernhardt,4.000000,0.000000,0.026649,1.000000
469916,Marco_Rossi_0001,3.000000,32.932410,0.028271,0.666667
470086,Kumar_Vijay_Mishra,20.000000,51.976190,0.059460,0.400000
470367,Tsvi_G._Dvorkind,4.000000,1.000000,0.026500,0.666667
471095,Pablo_Sprechmann,5.000000,4.538889,0.032768,0.700000
471163,Stacy_Patterson,5.000000,1.500000,0.029584,0.700000
471513,Omer_Bar-Ilan,1.000000,0.000000,0.022943,0.000000
471675,Evgeny_Margolis,1.000000,0.000000,0.022943,0.000000
471787,Patrick_Kuppinger,2.000000,0.000000,0.024870,1.000000
471915,Asaf_Elron,2.000000,0.000000,0.024608,1.000000
472090,Imran_Wajid,5.000000,0.250000,0.028773,0.900000
472091,Dana_Ciochina,4.000000,0.000000,0.027145,1.000000
489872,Yair_Weiss,4.000000,7.803968,0.030877,0.500000
519327,Gideon_Nave,5.000000,0.000000,0.027931,1.000000
519328,Alon_Sinai,5.000000,0.000000,0.027931,1.000000
519329,Hillel_Pratt,5.000000,0.000000,0.027931,1.000000
519330,Menashe_Zaaroor,5.000000,0.000000,0.027931,1.000000
528797,Jonathan_I._Tamir,4.000000,48.219514,0.028029,0.500000
533887,Lior_Weizman,16.000000,41.833333,0.043268,0.283333
535148,Moran_Artzi,5.000000,0.000000,0.029267,1.000000
535149,Dafna_Ben-Bashat,7.000000,2.000000,0.031588,0.714286
544896,Wenjing_Liao,2.000000,0.000000,0.024003,1.000000
623591,Qing_Qu,3.000000,0.000000,0.025697,1.000000
627524,Rick_Chartrand,4.000000,0.000000,0.028149,1.000000
638448,Ayelet_Heimowitz,1.000000,0.000000,0.022943,0.000000
661459,Alexander_Jung,10.000000,15.635714,0.037132,0.377778
662007,Galen_Reeves,6.000000,54.022215,0.047626,0.666667
662435,N._Elron,1.000000,0.000000,0.022943,0.000000
663142,Sivan_Gleichman,1.000000,0.000000,0.022943,0.000000
699939,Florian_Romer,6.000000,0.000000,0.032935,1.000000
700539,Dianne_Egnor,2.000000,0.000000,0.024350,1.000000
740618,Sylvain_Gigan,8.000000,5.000000,0.032971,0.642857
749558,Ahsan_Aziz,4.000000,3.092471,0.029883,0.666667
751383,Ole_W._Christensen,1.000000,0.000000,0.022943,0.000000
779216,Eliahu_Baransky,5.000000,0.000000,0.029881,1.000000
779217,Gal_Itzhak,5.000000,0.000000,0.029881,1.000000
779218,Idan_Shmuel,5.000000,0.000000,0.029881,1.000000
779219,Eli_Shoshan,23.000000,69.059524,0.063652,0.363636
806155,Gilad_Divon,5.000000,0.000000,0.028601,1.000000
806156,Ori_Radzyner,5.000000,0.000000,0.028601,1.000000
808393,Kfir_Aberman,1.000000,0.000000,0.022943,0.000000
824988,Orr_Srour,2.000000,0.000000,0.024003,1.000000
824989,Jamey_D._Young,2.000000,0.000000,0.024003,1.000000
860930,Alon_Gonen,3.000000,0.000000,0.025291,1.000000
860931,Dan_Rosenbaum,4.000000,1.000000,0.026596,0.666667
863284,Suhui_Liu,4.000000,0.000000,0.027810,1.000000
865110,Zin_Z._Khaing,6.000000,0.000000,0.030435,1.000000
865271,Shahar_Stein_Ioushua,2.000000,0.000000,0.025358,1.000000
865500,Tobias_Birnbaum,2.000000,0.000000,0.024522,1.000000
867482,Omri_Lev,3.000000,0.000000,0.027192,1.000000
867483,Tal_Wiener,3.000000,0.000000,0.027192,1.000000
874252,Gilad_Danin,4.000000,0.000000,0.027264,1.000000
874888,Gal_Mazor,3.000000,0.000000,0.026001,1.000000
874889,Assaf_Tal,3.000000,0.000000,0.026001,1.000000
875351,Tanya_Chernyakova,13.000000,22.100000,0.038949,0.410256
876293,Zhuoran_Yang,5.000000,41.798029,0.028520,0.700000
879044,Sui_Tang,2.000000,0.000000,0.024003,1.000000
880042,Fabio_Giovanneschi,4.000000,0.000000,0.028183,1.000000
880043,Maria_Antonia_Gonzalez-Huici,4.000000,0.000000,0.028183,1.000000
880749,Moshe_Salhov,3.000000,0.000000,0.026465,1.000000
880932,Tom_Zahavy,6.000000,2.833333,0.032128,0.600000
884346,Dan_Edidin,3.000000,0.916667,0.025886,0.666667
887251,Puxiao_Han,3.000000,0.000000,0.025228,1.000000
900319,Moshe_Namer,12.000000,1.142857,0.047041,0.878788
900320,Maxim_Meltsin,12.000000,1.142857,0.047041,0.878788
900321,Ron_Madmoni,12.000000,1.142857,0.047041,0.878788
900322,Shahar_Dror,8.000000,0.000000,0.038623,1.000000
900323,Robert_Ifraimov,8.000000,0.000000,0.038623,1.000000
901585,Or_Dicker,5.000000,0.000000,0.030051,1.000000
901586,Idan_Kaizerman,5.000000,0.000000,0.030051,1.000000
901587,Zeev_Zohar,5.000000,0.000000,0.030051,1.000000
902584,Tomer_Faktor,4.000000,0.750000,0.027579,0.666667
903038,Amir_Burshtein,8.000000,0.600000,0.033487,0.892857
903039,Michael_Birk,8.000000,0.600000,0.033487,0.892857
903040,Alon_Eilam,12.000000,14.600000,0.039127,0.530303
903041,Arcady_Kempinski,5.000000,0.000000,0.029346,1.000000
903262,Almog_Lahav,3.000000,0.000000,0.025802,1.000000
904727,Pingfan_Song,5.000000,0.000000,0.029714,1.000000
904912,Ron_Amit,3.000000,0.500000,0.025995,0.666667
905648,Pavel_Sidorenko,9.000000,6.166667,0.035119,0.583333
905739,Mengqi_Ren,3.000000,0.000000,0.025228,1.000000
909051,Regev_Cohen,1.000000,0.000000,0.022943,0.000000
909194,Ori_Katz,6.000000,0.000000,0.030360,1.000000
912802,Eliel_Hojman,6.000000,0.000000,0.030360,1.000000
912803,Thomas_Chaigne,6.000000,0.000000,0.030360,1.000000
914836,Oran_Shayer,4.000000,0.000000,0.028676,1.000000
918051,Shaby_Barel,4.000000,0.000000,0.027789,1.000000
919132,Robert_Beinert,2.000000,0.000000,0.024373,1.000000
926035,Meged_Shoham,3.000000,0.000000,0.025802,1.000000
932473,Alexander_Szameit,6.000000,0.000000,0.031009,1.000000
933494,Eliyahu_Osherovich,6.000000,0.000000,0.031009,1.000000
961137,Varun_Jain,4.000000,0.000000,0.028617,1.000000
968824,Rolf_Hilgendorf,8.000000,2.666667,0.037304,0.714286
987392,Roei_Levi,2.000000,0.000000,0.024003,1.000000
987393,Aharon_Cohen,2.000000,0.000000,0.024003,1.000000
987513,Haley_Kim,2.000000,0.000000,0.025444,1.000000
1105862,Douglas_Adams,3.000000,0.000000,0.025333,1.000000
1144526,Oleg_Dounaevsky,3.000000,0.000000,0.027418,1.000000
1204699,Karla_L._Miller,5.000000,1.333333,0.029702,0.700000
1307138,Etgar_Israeli,6.000000,0.000000,0.034481,1.000000
1307139,Alex_Reysenson,6.000000,0.000000,0.034481,1.000000
1365777,Andrey_Zhitnikov,3.000000,0.500000,0.027004,0.666667
1528381,Nikolaus_Hammler,2.000000,0.000000,0.024214,1.000000
1528705,Ina_Rivkin,4.000000,0.000000,0.029065,1.000000
1562646,Pierre_Khuri-Yakub,7.000000,0.000000,0.032247,1.000000
1569624,Alon_Akiva,4.000000,0.000000,0.028559,1.000000
1569625,Barak_Avraham,4.000000,0.000000,0.028559,1.000000
1774531,Kfir_M._Cohen,5.000000,36.523824,0.029157,0.600000
1942772,Ohad_Rahamim,4.000000,0.000000,0.027460,1.000000
1942773,Roey_Dekel,4.000000,0.000000,0.027460,1.000000
1944554,O._Maayan,4.000000,0.000000,0.027373,1.000000
1947256,S._Londner,5.000000,0.000000,0.029267,1.000000
1978709,Roni_Feldman,2.000000,0.000000,0.024306,1.000000
2008903,Maor_Mutzafi,3.000000,0.000000,0.026829,1.000000
2009999,Eran_Ronen,10.000000,0.000000,0.043775,1.000000
2010000,Yana_Grimovich,10.000000,0.000000,0.043775,1.000000
2010011,Yuval_Ben-Shalom,3.000000,0.000000,0.025802,1.000000
2010805,Jonathon_Spaulding,2.000000,0.000000,0.024214,1.000000
2010886,Chen_Attias,4.000000,0.000000,0.026577,1.000000
2010887,Barak_Farbman,4.000000,0.000000,0.026577,1.000000
2010888,Igor_Tselniker,4.000000,0.000000,0.026577,1.000000
2012223,Liad_Pollak,2.000000,0.000000,0.025992,1.000000
2015819,Erez_Ben-Yaacov,1.000000,0.000000,0.022943,0.000000
22560,Shahin_Mohammadi,4.000000,0.000000,0.024829,1.000000
22561,Ananth_Grama,5.000000,0.866667,0.027774,0.800000
22909,George_Kesidis,4.000000,0.000000,0.027492,1.000000
24804,Nan_Liu,8.000000,10.616047,0.045066,0.714286
33253,Yue_Zhao,7.000000,39.450106,0.039373,0.571429
36884,Lili_Zhang,6.000000,0.575000,0.024873,0.866667
58229,Mohamed-Slim_Alouini,22.000000,197.095465,0.052979,0.233766
58254,Chan-Byoung_Chae,12.000000,17.726141,0.040354,0.500000
59794,Changmin_Lee,6.000000,0.000000,0.029399,1.000000
61369,Vijay_K._Bhargava,7.000000,40.001321,0.020333,0.523810
63486,Marco_Levorato,6.000000,1.608140,0.030214,0.800000
63875,Jan_M._Rabaey,4.000000,0.000000,0.025431,1.000000
64525,Sheng_Zhou,5.000000,0.416667,0.026485,0.900000
64699,Zhisheng_Niu,6.000000,4.588095,0.028705,0.666667
64871,Weisi_Guo,10.000000,74.503848,0.035144,0.555556
65082,Sheng_Yang,6.000000,11.098659,0.033879,0.666667
66210,Fabrizio_Granelli,4.000000,0.000000,0.026159,1.000000
67258,Moe_Z._Win,9.000000,67.026308,0.031456,0.416667
69422,Anteneh_A._Gebremariam,4.000000,0.000000,0.026159,1.000000
70825,Lin_Xiao,9.000000,181.021069,0.032405,0.388889
75807,Sean_P._Meyn,6.000000,3.183333,0.019444,0.533333
76358,Alessandro_Casavola,4.000000,0.000000,0.024725,1.000000
76485,Stephen_P._Boyd,15.000000,192.481358,0.039684,0.257143
78490,Emanuele_Garone,4.000000,0.000000,0.024725,1.000000
80085,Sanjay_Lall,8.000000,6.990620,0.034007,0.642857
81719,Pravin_Varaiya,2.000000,0.000000,0.014122,1.000000
81848,Bruno_Sinopoli,6.000000,126.599423,0.027287,0.466667
86074,Todd_P._Coleman,5.000000,0.666667,0.018353,0.800000
86274,Aylin_Yener,11.000000,27.868922,0.051922,0.527273
86701,Osvaldo_Simeone,17.000000,131.976886,0.064049,0.389706
87317,Deniz_G?nd?z,17.000000,70.325648,0.058730,0.338235
87686,Syed_Ali_Jafar,17.000000,96.032108,0.057516,0.352941
87799,Larry_J._Greenstein,9.000000,22.299544,0.029863,0.555556
88137,Sang_Wu_Kim,2.000000,0.000000,0.013815,1.000000
88187,Muriel_Medard,18.000000,146.166703,0.059747,0.287582
88672,Ranjan_K._Mallik,7.000000,5.221087,0.021102,0.523810
88769,Gerhard_Kramer,13.000000,63.712296,0.054340,0.512821
89393,Shlomo_Shamai_(Shitz),18.000000,130.105693,0.061045,0.392157
125623,Peter_W._Glynn,5.000000,2.158333,0.026366,0.600000
133252,Thomas_R._Dean,4.000000,0.592075,0.026276,0.833333
138128,Stephen_B._Wicker,4.000000,47.811434,0.022457,0.333333
151130,Urbashi_Mitra,15.000000,133.719859,0.055268,0.285714
162868,Nima_Soltani,2.000000,0.000000,0.022429,1.000000
164926,Ezio_Biglieri,11.000000,23.734173,0.043562,0.581818
165826,Reinaldo_A._Valenzuela,11.000000,25.367556,0.037300,0.490909
166506,Marvin_K._Simon,9.000000,23.420342,0.025792,0.416667
166525,Yonathan_Murin,13.000000,57.708778,0.043986,0.423077
166911,Huseyin_Birkan_Yilmaz,7.000000,0.291667,0.030884,0.952381
167191,Junyoung_Nam,2.000000,0.000000,0.015252,1.000000
167443,Andreas_F._Molisch,22.000000,376.873007,0.052516,0.199134
168225,Bernd_Girod,6.000000,11.837133,0.019402,0.600000
180401,Jinyuan_Chen,5.000000,0.500000,0.028082,0.800000
202609,Ronny_Hadani,6.000000,0.000000,0.022995,1.000000
234313,Jinjun_Xiao,6.000000,21.587816,0.028952,0.666667
239024,Zhi-Quan_Luo,13.000000,235.708752,0.041140,0.320513
260221,Jinhua_Jiang,7.000000,3.531921,0.042196,0.809524
265006,Laurence_B._Milstein,10.000000,41.438367,0.035793,0.577778
279095,Nariman_Farsad,16.000000,29.093950,0.046300,0.400000
279096,Mainak_Chowdhury,20.000000,68.190945,0.058338,0.300000
279104,Andrew_W._Eckford,11.000000,12.418745,0.040347,0.581818
279204,Robert_Schober,10.000000,78.748324,0.037136,0.355556
279440,Mary_Wootters,6.000000,175.901098,0.028810,0.400000
279754,Michelle_Effros,8.000000,28.580372,0.032434,0.464286
282780,Mahnoosh_Alizadeh,9.000000,33.545575,0.036959,0.638889
282939,Md._Jahangir_Hossain,4.000000,0.000000,0.016647,1.000000
283402,Felipe_Gomez-Cuba,5.000000,0.545556,0.023573,0.800000
283957,Daniel_O'Neill,9.000000,10.164398,0.031860,0.472222
284292,Sriram_Vishwanath,16.000000,204.772721,0.051826,0.291667
288706,Dariush_Divsalar,10.000000,8.225729,0.038285,0.666667
288707,Samuel_Dolinar,8.000000,1.797619,0.031749,0.785714
288708,Larry_B._Milstein,6.000000,0.000000,0.021609,1.000000
300344,Karthik_Ganesan,6.000000,1.495833,0.031236,0.733333
326189,Mohammad_Ali_Khojastepour,4.000000,37.533462,0.023977,0.500000
326481,Haim_H._Permuter,9.000000,27.845237,0.035467,0.583333
